,B02,B03,B08,B11,Clase
1561,2164.0,2620.0,5153.0,4173.0,urbano
1562,2800.0,3172.0,5009.0,4219.0,urbano
1563,2736.0,3222.0,4588.0,4101.0,urbano
1564,2654.0,2928.0,4480.0,3914.0,urbano
1565,2136.0,2644.0,4275.0,3788.0,urbano
1566,1867.0,2206.0,3706.0,3758.0,urbano
1567,1916.0,2262.0,3866.0,3807.0,urbano
1568,2246.0,2584.0,4002.0,3977.0,urbano
1569,2212.0,2620.0,4028.0,4036.0,urbano
1570,2040.0,2438.0,4395.0,4043.0,urbano
1571,2208.0,2804.0,4965.0,4070.0,urbano
1572,2694.0,3272.0,4945.0,4048.0,urbano
1573,2882.0,3230.0,4399.0,3916.0,urbano
1574,2172.0,2704.0,4120.0,3797.0,urbano
1575,1954.0,2294.0,3932.0,3812.0,urbano
1576,1824.0,2166.0,3635.0,3890.0,urbano
1577,2518.0,2720.0,3601.0,3918.0,urbano
1578,1792.0,2152.0,3665.0,3756.0,urbano
1579,2074.0,2390.0,3732.0,3877.0,urbano
1580,2146.0,2566.0,3798.0,3964.0,urbano
1581,2152.0,2466.0,4107.0,4001.0,urbano
1582,2268.0,2622.0,4353.0,3981.0,urbano
1583,2506.0,3104.0,4485.0,3905.0,urbano
1584,2466.0,2708.0,4213.0,3798.0,urbano
1585,1854.0,2322.0,3941.0,3783.0,urbano
1586,1738.0,2052.0,3455.0,3944.0,urbano
1587,1864.0,2086.0,3167.0,4124.0,urbano
1588,2848.0,2880.0,3386.0,4142.0,urbano
1589,1968.0,2106.0,3007.0,3759.0,urbano
1590,1942.0,2268.0,3178.0,3815.0,urbano
1591,2240.0,2376.0,3547.0,3880.0,urbano
1592,2158.0,2488.0,3609.0,3924.0,urbano
1593,2288.0,2710.0,3901.0,3918.0,urbano
1594,2450.0,2818.0,3930.0,3885.0,urbano
1595,2000.0,2404.0,3850.0,3870.0,urbano
1596,1653.0,1956.0,3750.0,3956.0,urbano
1597,1888.0,2110.0,3128.0,4188.0,urbano
1598,1782.0,2016.0,2944.0,4423.0,urbano
1599,1910.0,2372.0,3322.0,3787.0,urbano
1600,2202.0,2344.0,3046.0,3799.0,urbano
1601,1980.0,2404.0,3238.0,3833.0,urbano
1602,2232.0,2544.0,3852.0,3890.0,urbano
1603,2394.0,2682.0,3648.0,3957.0,urbano
1604,1844.0,2316.0,3450.0,4027.0,urbano
1605,1844.0,2024.0,3512.0,4147.0,urbano
1606,2468.0,2580.0,3405.0,4355.0,urbano
1607,2770.0,2766.0,3670.0,4610.0,urbano
1608,2386.0,2446.0,3172.0,3738.0,urbano
1609,2072.0,2258.0,3500.0,3763.0,urbano
1610,2098.0,2310.0,3876.0,3904.0,urbano
1611,2262.0,2636.0,3783.0,4063.0,urbano
1612,2208.0,2508.0,3730.0,4139.0,urbano
1613,2188.0,2458.0,3648.0,4180.0,urbano
1614,2506.0,2786.0,3656.0,4274.0,urbano
1615,2007.0,2306.0,3742.0,3735.0,urbano
1616,2230.0,2400.0,3492.0,3962.0,urbano
1617,2504.0,2762.0,3303.0,4177.0,urbano
1618,2510.0,2840.0,3798.0,4197.0,urbano
1619,2454.0,2746.0,3853.0,4098.0,urbano
1620,3630.0,3924.0,4424.0,4463.0,urbano
1621,2920.0,3302.0,4008.0,4490.0,urbano
1622,3030.0,3222.0,3740.0,4291.0,urbano
1623,2574.0,2928.0,3586.0,3670.0,urbano
1624,2220.0,2472.0,4988.0,3904.0,urbano
1625,1672.0,1982.0,4440.0,4170.0,urbano
1626,2960.0,3288.0,3928.0,4290.0,urbano
1627,2270.0,2700.0,3684.0,4261.0,urbano
1628,2588.0,2920.0,3778.0,4136.0,urbano
1629,2290.0,2644.0,4008.0,4009.0,urbano
1630,2008.0,2428.0,4240.0,3955.0,urbano
1631,1910.0,2272.0,4062.0,3926.0,urbano
1632,1886.0,2162.0,3222.0,3773.0,urbano
1633,2236.0,2498.0,3264.0,3715.0,urbano
1634,2356.0,2610.0,3964.0,3880.0,urbano
1635,1849.0,2038.0,3812.0,4068.0,urbano
1636,2224.0,2524.0,3420.0,4097.0,urbano
1637,2144.0,2502.0,3676.0,4034.0,urbano
1638,2316.0,2670.0,3872.0,3987.0,urbano
1639,1917.0,2390.0,4608.0,3983.0,urbano
1640,1724.0,2158.0,4740.0,4015.0,urbano
1641,1773.0,2126.0,4196.0,4025.0,urbano
1642,2110.0,2520.0,4356.0,3960.0,urbano
1643,2284.0,2572.0,3932.0,4167.0,urbano
1644,2276.0,2512.0,3476.0,3930.0,urbano
1645,2042.0,2268.0,3126.0,3764.0,urbano
1646,1928.0,2230.0,3032.0,3847.0,urbano
1647,2602.0,2800.0,3574.0,3989.0,urbano
1648,2690.0,3056.0,3968.0,3985.0,urbano
1649,2150.0,2476.0,3912.0,3923.0,urbano
1650,1958.0,2260.0,4020.0,3930.0,urbano
1651,1809.0,2272.0,4912.0,3984.0,urbano
1652,1773.0,2212.0,5040.0,4035.0,urbano
1653,1908.0,2354.0,4708.0,4053.0,urbano
1654,1932.0,2368.0,4716.0,4024.0,urbano
1655,2938.0,3070.0,3940.0,4198.0,urbano
1656,2478.0,2730.0,3608.0,4031.0,urbano
1657,2206.0,2384.0,3350.0,3776.0,urbano
1658,1886.0,2088.0,3092.0,3792.0,urbano
1659,2516.0,2776.0,3492.0,3916.0,urbano
1660,2600.0,3020.0,4032.0,3928.0,urbano
1661,2142.0,2534.0,4408.0,3899.0,urbano
1662,1690.0,2190.0,4924.0,3936.0,urbano
1663,1648.0,2112.0,5052.0,4001.0,urbano
1664,1840.0,2272.0,5016.0,4035.0,urbano
1665,1890.0,2378.0,4940.0,4049.0,urbano
1666,1812.0,2288.0,4880.0,4065.0,urbano
1667,1662.0,2104.0,4804.0,4086.0,urbano
1668,2762.0,3148.0,4002.0,4114.0,urbano
1669,2434.0,2554.0,3422.0,3988.0,urbano
1670,2156.0,2372.0,3088.0,3722.0,urbano
1671,2590.0,2650.0,3266.0,3708.0,urbano
1672,2448.0,2762.0,3438.0,3824.0,urbano
1673,2390.0,2810.0,3702.0,3877.0,urbano
1674,2192.0,2584.0,4240.0,3898.0,urbano
1675,1844.0,2290.0,4816.0,3951.0,urbano
1676,1817.0,2228.0,4752.0,4010.0,urbano
1677,1920.0,2342.0,4796.0,4040.0,urbano
1678,1852.0,2300.0,5076.0,4061.0,urbano
1679,1892.0,2318.0,5016.0,4098.0,urbano
1680,1792.0,2258.0,4792.0,4163.0,urbano
1681,1572.0,1876.0,3896.0,3661.0,urbano
1682,2632.0,2926.0,3856.0,3948.0,urbano
1683,2922.0,3014.0,3592.0,3867.0,urbano
1684,2064.0,2274.0,3114.0,3667.0,urbano
1685,2392.0,2654.0,3442.0,3651.0,urbano
1686,2384.0,2700.0,3676.0,3747.0,urbano
1687,2152.0,2524.0,3840.0,3822.0,urbano
1688,2182.0,2576.0,3962.0,3871.0,urbano
1689,2102.0,2478.0,4500.0,3917.0,urbano
1690,1996.0,2400.0,4636.0,3965.0,urbano
1691,1820.0,2214.0,4608.0,4012.0,urbano
1692,1838.0,2260.0,4552.0,4056.0,urbano
1693,2062.0,2506.0,4484.0,4100.0,urbano
1694,2230.0,2552.0,4332.0,4174.0,urbano
1695,1914.0,2338.0,4144.0,4285.0,urbano
1696,1802.0,2010.0,3450.0,3556.0,urbano
1697,2268.0,2434.0,3198.0,3759.0,urbano
1698,2438.0,2686.0,3296.0,3759.0,urbano
1699,2106.0,2356.0,3322.0,3678.0,urbano
1700,1846.0,2216.0,3326.0,3675.0,urbano
1701,1808.0,2140.0,3644.0,3726.0,urbano
1702,1876.0,2128.0,4252.0,3768.0,urbano
1703,1954.0,2356.0,3832.0,3796.0,urbano
1704,2124.0,2462.0,4018.0,3817.0,urbano
1705,2016.0,2438.0,4388.0,3858.0,urbano
1706,1792.0,2172.0,4588.0,3935.0,urbano
1707,1688.0,2066.0,4512.0,4012.0,urbano
1708,1785.0,2216.0,4472.0,4057.0,urbano
1709,1973.0,2392.0,4348.0,4121.0,urbano
1710,1988.0,2384.0,4364.0,4238.0,urbano
1711,1888.0,2086.0,2936.0,3538.0,urbano
1712,2262.0,2498.0,3186.0,3640.0,urbano
1713,2082.0,2464.0,3504.0,3699.0,urbano
1714,2006.0,2300.0,3610.0,3730.0,urbano
1715,2334.0,2484.0,3332.0,3763.0,urbano
1716,2028.0,2300.0,3172.0,3780.0,urbano
1717,2470.0,2502.0,3632.0,3766.0,urbano
1718,2152.0,2442.0,3548.0,3751.0,urbano
1719,2152.0,2390.0,3754.0,3773.0,urbano
1720,2138.0,2542.0,4140.0,3841.0,urbano
1721,2024.0,2412.0,4240.0,3943.0,urbano
1722,1952.0,2318.0,4452.0,4022.0,urbano
1723,1668.0,2084.0,4532.0,4035.0,urbano
1724,1640.0,2086.0,4480.0,4054.0,urbano
1725,1827.0,2272.0,4588.0,4148.0,urbano
1726,1772.0,2036.0,3020.0,3653.0,urbano
1727,1916.0,2188.0,3364.0,3694.0,urbano
1728,1845.0,2196.0,3416.0,3781.0,urbano
1729,2804.0,2882.0,3592.0,3873.0,urbano
1730,2278.0,2618.0,3370.0,3908.0,urbano
1731,2460.0,2594.0,3320.0,3850.0,urbano
1732,1848.0,2224.0,3624.0,3808.0,urbano
1733,1813.0,2102.0,3922.0,3885.0,urbano
1734,1876.0,2266.0,3998.0,4021.0,urbano
1735,2106.0,2434.0,3796.0,4129.0,urbano
1736,2144.0,2494.0,4120.0,4155.0,urbano
1737,1893.0,2278.0,4428.0,4085.0,urbano
1738,1680.0,2108.0,4464.0,4023.0,urbano
1739,1996.0,2268.0,3288.0,3707.0,urbano
1740,1830.0,2026.0,3136.0,3694.0,urbano
1741,1788.0,2122.0,3110.0,3795.0,urbano
1742,2088.0,2426.0,3338.0,3956.0,urbano
1743,1795.0,2146.0,3398.0,4046.0,urbano
1744,2011.0,2194.0,3196.0,3978.0,urbano
1745,1674.0,2056.0,3930.0,3909.0,urbano
1746,1827.0,2007.0,3618.0,3997.0,urbano
1747,2130.0,2356.0,3644.0,4159.0,urbano
1748,2588.0,2852.0,3994.0,4266.0,urbano
1749,2310.0,2622.0,3814.0,4264.0,urbano
1750,2084.0,2468.0,4052.0,4144.0,urbano
1751,1928.0,2316.0,4328.0,4020.0,urbano
1752,2094.0,2460.0,3568.0,3708.0,urbano
1753,1868.0,2064.0,3364.0,3663.0,urbano
1754,1684.0,1966.0,3096.0,3760.0,urbano
1755,1650.0,1948.0,3276.0,3971.0,urbano
1756,2042.0,2198.0,3592.0,4126.0,urbano
1757,2376.0,2602.0,3720.0,4085.0,urbano
1758,2196.0,2788.0,4082.0,3979.0,urbano
1759,2272.0,2168.0,3306.0,3964.0,urbano
1760,2394.0,2648.0,3448.0,4040.0,urbano
1761,2730.0,3216.0,3888.0,4154.0,urbano
1762,2472.0,2628.0,3690.0,4211.0,urbano
1763,2400.0,2598.0,3770.0,4142.0,urbano
1764,1726.0,2076.0,3658.0,3670.0,urbano
1765,1742.0,2044.0,3338.0,3746.0,urbano
1766,1562.0,1886.0,3474.0,3948.0,urbano
1767,2040.0,2368.0,3698.0,4121.0,urbano
1768,2644.0,2972.0,3612.0,4122.0,urbano
1769,2386.0,2700.0,3702.0,4015.0,urbano
1770,1952.0,2042.0,3294.0,3912.0,urbano
1771,1810.0,2152.0,3274.0,3894.0,urbano
1772,2236.0,2484.0,3388.0,3997.0,urbano
1773,2396.0,2626.0,3408.0,4105.0,urbano
1774,2474.0,2758.0,3758.0,4100.0,urbano
1775,1914.0,2232.0,3668.0,3811.0,urbano
1776,1642.0,1975.0,3632.0,3928.0,urbano
1777,1884.0,2064.0,3208.0,4040.0,urbano
1778,2194.0,2484.0,3148.0,4067.0,urbano
1779,1994.0,2234.0,3238.0,4030.0,urbano
1780,2218.0,2406.0,3240.0,3978.0,urbano
1781,2104.0,2378.0,3456.0,3965.0,urbano
1782,2116.0,2138.0,3400.0,4022.0,urbano
1783,2036.0,2304.0,3294.0,4010.0,urbano
1784,1877.0,2128.0,3178.0,4030.0,urbano
1785,2492.0,2790.0,3576.0,4068.0,urbano
1786,1978.0,2108.0,3888.0,3655.0,urbano
1787,1656.0,2092.0,3966.0,3764.0,urbano
1788,1966.0,2146.0,3476.0,3754.0,urbano
1789,2042.0,2192.0,3302.0,3685.0,urbano
1790,1580.0,1772.0,3632.0,3670.0,urbano
1791,1498.0,1916.0,3580.0,3731.0,urbano
1792,2530.0,2504.0,3290.0,3853.0,urbano
1793,2802.0,2876.0,3352.0,3891.0,urbano
1794,2788.0,2816.0,3322.0,3848.0,urbano
1795,3024.0,3050.0,3876.0,3815.0,urbano
1796,2230.0,2422.0,3276.0,3767.0,urbano
1797,2000.0,2230.0,3556.0,3728.0,urbano
1798,2100.0,2290.0,3182.0,3739.0,urbano
1799,2220.0,2182.0,2716.0,3816.0,urbano
1800,2216.0,2490.0,2986.0,3841.0,urbano
1801,2252.0,2466.0,3374.0,3707.0,urbano
1802,1734.0,1930.0,3592.0,3697.0,urbano
1803,1781.0,2166.0,3350.0,3839.0,urbano
1804,2172.0,2544.0,3358.0,3884.0,urbano
1805,2210.0,2266.0,3180.0,3861.0,urbano
1806,2410.0,2904.0,3454.0,3827.0,urbano
1807,2786.0,2784.0,3226.0,3818.0,urbano
1808,2426.0,2346.0,2786.0,3843.0,urbano
1809,2446.0,2684.0,2886.0,3821.0,urbano
1810,2326.0,2508.0,3352.0,3674.0,urbano
1811,1899.0,2150.0,3068.0,3448.0,urbano
1812,1586.0,1864.0,3910.0,3536.0,urbano
1813,1800.0,2060.0,3708.0,3796.0,urbano
1814,1716.0,1910.0,3396.0,3896.0,urbano
1815,1784.0,1977.0,3220.0,3900.0,urbano
1816,1878.0,2220.0,3176.0,3906.0,urbano
1817,2392.0,2416.0,3054.0,3915.0,urbano
1818,2780.0,2758.0,3054.0,3901.0,urbano
1819,2780.0,2968.0,3278.0,3817.0,urbano
1820,2250.0,2428.0,3406.0,3637.0,urbano
1821,1836.0,1974.0,3050.0,3431.0,urbano
1822,1587.0,1780.0,3668.0,3473.0,urbano
1823,2338.0,2548.0,3688.0,3704.0,urbano
1824,2238.0,2482.0,3500.0,3796.0,urbano
1825,2008.0,2178.0,3396.0,3831.0,urbano
1826,1834.0,2082.0,3434.0,3909.0,urbano
1827,1722.0,1972.0,3210.0,3972.0,urbano
1828,2018.0,2320.0,3226.0,3940.0,urbano
1829,2308.0,2576.0,3412.0,3806.0,urbano
1830,2092.0,2412.0,3342.0,3602.0,urbano
1831,2150.0,2382.0,3288.0,3438.0,urbano
1832,1584.0,1774.0,3416.0,3494.0,urbano
1833,2278.0,2486.0,3172.0,3610.0,urbano
1834,2388.0,2516.0,3266.0,3656.0,urbano
1835,2154.0,2408.0,3294.0,3716.0,urbano
1836,1938.0,2206.0,3514.0,3863.0,urbano
1837,1878.0,2118.0,3288.0,3981.0,urbano
1838,2424.0,2520.0,3534.0,3946.0,urbano
1839,2104.0,2428.0,3412.0,3784.0,urbano
1840,1808.0,2158.0,3136.0,3574.0,urbano
1841,1602.0,1913.0,3298.0,3458.0,urbano
1842,1922.0,1938.0,3228.0,3552.0,urbano
1843,2008.0,2300.0,3288.0,3565.0,urbano
1844,1841.0,2094.0,3040.0,3570.0,urbano
1845,1763.0,2022.0,2988.0,3639.0,urbano
1846,1846.0,2005.0,3394.0,3812.0,urbano
1847,1964.0,2156.0,3166.0,3950.0,urbano
1848,2300.0,2512.0,3422.0,3914.0,urbano
1849,2094.0,2350.0,3370.0,3749.0,urbano
1850,2036.0,2380.0,3332.0,3554.0,urbano
1851,1666.0,1780.0,3060.0,3478.0,urbano
1852,1943.0,2314.0,3292.0,3579.0,urbano
1853,1670.0,1884.0,3208.0,3582.0,urbano
1854,1637.0,1839.0,3082.0,3651.0,urbano
1855,1939.0,2040.0,3136.0,3795.0,urbano
1856,2164.0,2498.0,3430.0,3896.0,urbano
1857,2208.0,2418.0,3530.0,3843.0,urbano
1858,2028.0,2226.0,3384.0,3689.0,urbano
1859,2226.0,2574.0,3254.0,3533.0,urbano
1860,1718.0,1928.0,3700.0,3700.0,urbano
1861,1886.0,2102.0,3330.0,3766.0,urbano
1862,2150.0,2356.0,3192.0,3831.0,urbano
1863,2182.0,2538.0,3508.0,3836.0,urbano
1864,2178.0,2330.0,3634.0,3738.0,urbano
1865,1944.0,2208.0,3344.0,3597.0,urbano
1866,2092.0,2322.0,3348.0,3870.0,urbano
1867,2160.0,2516.0,3556.0,3766.0,urbano
1868,2310.0,2660.0,3736.0,3826.0,urbano
1869,2296.0,2568.0,3532.0,3725.0,urbano
1870,1935.0,2036.0,3190.0,3774.0,urbano
1871,1762.0,2080.0,3364.0,3921.0,urbano
1872,2396.0,2496.0,3338.0,3898.0,urbano
1873,2230.0,2378.0,3570.0,3841.0,urbano
1874,2062.0,2422.0,3316.0,3721.0,urbano
1875,2218.0,2486.0,3160.0,3672.0,urbano
1876,2418.0,2640.0,3566.0,3805.0,urbano
1877,1844.0,2176.0,3714.0,4020.0,urbano
1878,2076.0,2314.0,3614.0,4175.0,urbano
1879,1838.0,2090.0,3250.0,4175.0,urbano
1880,2344.0,2522.0,3166.0,3875.0,urbano
1881,2614.0,2838.0,3492.0,3850.0,urbano
1882,2234.0,2490.0,3592.0,3753.0,urbano
1883,1960.0,2228.0,3114.0,3669.0,urbano
1884,2058.0,2168.0,2788.0,3692.0,urbano
1885,2282.0,2506.0,3124.0,3877.0,urbano
1886,2106.0,2416.0,3834.0,4115.0,urbano
1887,2410.0,2728.0,4078.0,4269.0,urbano
1888,2170.0,2350.0,3630.0,4261.0,urbano
1889,2250.0,2328.0,3658.0,4065.0,urbano
1890,2346.0,2524.0,3018.0,4016.0,urbano
1891,2378.0,2630.0,3424.0,3903.0,urbano
1892,2084.0,2382.0,3502.0,3768.0,urbano
1893,1844.0,2150.0,3346.0,3747.0,urbano
1894,2292.0,2452.0,3000.0,3838.0,urbano
1895,2528.0,2732.0,3292.0,4000.0,urbano
1896,2712.0,3008.0,3942.0,4158.0,urbano
1897,3140.0,3286.0,4152.0,4240.0,urbano
1898,2878.0,2920.0,3566.0,4222.0,urbano
1899,2576.0,2714.0,3868.0,4103.0,urbano
1900,2410.0,2630.0,3456.0,3935.0,urbano
1901,2512.0,2674.0,3502.0,4149.0,urbano
1902,2694.0,2776.0,3524.0,4145.0,urbano
1903,2278.0,2508.0,3586.0,4000.0,urbano
1904,1938.0,2238.0,3396.0,3879.0,urbano
1905,1797.0,2032.0,3344.0,3932.0,urbano
1906,2302.0,2520.0,3132.0,4063.0,urbano
1907,2314.0,2584.0,3372.0,4144.0,urbano
1908,2262.0,2612.0,3656.0,4154.0,urbano
1909,2844.0,3078.0,3546.0,4111.0,urbano
1910,3156.0,3258.0,3436.0,4067.0,urbano
1911,2334.0,2474.0,3484.0,4060.0,urbano
1912,2384.0,2620.0,3400.0,4032.0,urbano
1913,2810.0,3062.0,3736.0,4094.0,urbano
1914,3148.0,3388.0,3980.0,4132.0,urbano
1915,2312.0,2646.0,4020.0,4073.0,urbano
1916,2108.0,2354.0,3396.0,4048.0,urbano
1917,2002.0,2202.0,3286.0,4166.0,urbano
1918,2838.0,2910.0,3414.0,4290.0,urbano
1919,2776.0,2888.0,3342.0,4267.0,urbano
1920,2794.0,2910.0,3458.0,4122.0,urbano
1921,2388.0,2566.0,3120.0,3940.0,urbano
1922,2638.0,2844.0,3442.0,3848.0,urbano
1923,2320.0,2522.0,3304.0,3927.0,urbano
1924,2650.0,2894.0,3414.0,4034.0,urbano
1925,2396.0,2714.0,3718.0,4009.0,urbano
1926,2324.0,2560.0,3332.0,4017.0,urbano
1927,2404.0,2650.0,3424.0,4080.0,urbano
1928,1900.0,2266.0,3608.0,4128.0,urbano
1929,2474.0,2776.0,3922.0,4208.0,urbano
1930,2874.0,3062.0,3634.0,4344.0,urbano
1931,3376.0,3526.0,3858.0,4418.0,urbano
1932,2686.0,2910.0,3626.0,4315.0,urbano
1933,2422.0,2686.0,3250.0,4078.0,urbano
1934,2001.0,2278.0,3446.0,3807.0,urbano
1935,1556.0,1880.0,3986.0,3665.0,urbano
1936,1686.0,1994.0,3764.0,3764.0,urbano
1937,2696.0,2938.0,3786.0,3938.0,urbano
1938,2840.0,3168.0,4220.0,3993.0,urbano
1939,1822.0,2162.0,3360.0,4115.0,urbano
1940,1996.0,2346.0,3470.0,4102.0,urbano
1941,1968.0,2266.0,3642.0,4179.0,urbano
1942,2820.0,3258.0,4144.0,4296.0,urbano
1943,2508.0,2828.0,3768.0,4378.0,urbano
1944,3140.0,3358.0,4032.0,4374.0,urbano
1945,4028.0,4072.0,4100.0,4253.0,urbano
1946,2726.0,2818.0,3326.0,4036.0,urbano
1947,2368.0,2538.0,3780.0,3777.0,urbano
1948,1554.0,1864.0,4248.0,3609.0,urbano
1949,1536.0,1833.0,3986.0,3638.0,urbano
1950,1980.0,2338.0,4136.0,3770.0,urbano
1951,2396.0,2814.0,4340.0,3875.0,urbano
1952,1924.0,2162.0,3610.0,4210.0,urbano
1953,2094.0,2392.0,3670.0,4123.0,urbano
1954,2224.0,2498.0,3532.0,4186.0,urbano
1955,2446.0,2716.0,3732.0,4287.0,urbano
1956,2086.0,2364.0,3778.0,4294.0,urbano
1957,2036.0,2358.0,3386.0,4228.0,urbano
1958,2732.0,3114.0,3724.0,4134.0,urbano
1959,2278.0,2568.0,3200.0,4007.0,urbano
1960,2194.0,2406.0,3498.0,3840.0,urbano
1961,1760.0,2002.0,3520.0,3681.0,urbano
1962,1996.0,2136.0,3370.0,3589.0,urbano
1963,1872.0,2116.0,3842.0,3601.0,urbano
1964,1872.0,2212.0,3908.0,3717.0,urbano
1965,2250.0,2554.0,3626.0,4050.0,urbano
1966,2694.0,2864.0,3664.0,4110.0,urbano
1967,2798.0,3028.0,3724.0,4179.0,urbano
1968,2242.0,2550.0,3614.0,4149.0,urbano
1969,2176.0,2392.0,3712.0,4074.0,urbano
1970,2176.0,2552.0,3768.0,4026.0,urbano
1971,1844.0,2140.0,3556.0,3998.0,urbano
1972,1738.0,2002.0,3548.0,3958.0,urbano
1973,1582.0,1838.0,3478.0,3843.0,urbano
1974,2404.0,2540.0,3398.0,3631.0,urbano
1975,1971.0,2244.0,3886.0,3497.0,urbano
1976,2216.0,2504.0,3334.0,3900.0,urbano
1977,2926.0,3130.0,3686.0,3970.0,urbano
1978,2866.0,3084.0,3488.0,4017.0,urbano
1979,1848.0,2048.0,3192.0,3998.0,urbano
1980,1879.0,2218.0,3676.0,3963.0,urbano
1981,2018.0,2408.0,3808.0,3969.0,urbano
1982,1982.0,2312.0,3802.0,4018.0,urbano
1983,1976.0,2302.0,3742.0,4071.0,urbano
1984,1985.0,2308.0,3662.0,3993.0,urbano
1985,2028.0,2366.0,3656.0,3707.0,urbano
1986,2410.0,2716.0,3430.0,3803.0,urbano
1987,2196.0,2472.0,3266.0,3862.0,urbano
1988,1975.0,2118.0,3032.0,3903.0,urbano
1989,2038.0,2270.0,3090.0,3946.0,urbano
1990,2736.0,2818.0,3490.0,4008.0,urbano
1991,2726.0,2814.0,3604.0,4082.0,urbano
1992,2148.0,2432.0,3280.0,4132.0,urbano
1993,2166.0,2396.0,3668.0,4045.0,urbano
1994,2252.0,2412.0,3188.0,3960.0,urbano
1995,2376.0,2572.0,2910.0,4121.0,urbano
1996,2604.0,2850.0,3304.0,4211.0,urbano
1997,2650.0,2910.0,3410.0,4230.0,urbano
1998,1789.0,1970.0,2726.0,4183.0,urbano
1999,1329.0,1723.0,4928.0,3086.0,vegetacion
2000,1343.0,1720.0,4936.0,3088.0,vegetacion
2001,1344.0,1708.0,4924.0,3093.0,vegetacion
2002,1339.0,1728.0,5000.0,3114.0,vegetacion
2003,1325.0,1751.0,5016.0,3125.0,vegetacion
2004,1344.0,1744.0,5052.0,3107.0,vegetacion
2005,1338.0,1686.0,4872.0,3068.0,vegetacion
2006,1354.0,1695.0,4896.0,3069.0,vegetacion
2007,1316.0,1706.0,4924.0,3084.0,vegetacion
2008,1341.0,1740.0,5080.0,3095.0,vegetacion
2009,1348.0,1747.0,5112.0,3089.0,vegetacion
2010,1330.0,1742.0,5080.0,3086.0,vegetacion
2011,1336.0,1750.0,5088.0,3105.0,vegetacion
2012,1331.0,1760.0,5060.0,3122.0,vegetacion
2013,1349.0,1742.0,4972.0,3112.0,vegetacion
2014,1326.0,1712.0,4844.0,3099.0,vegetacion
2015,1309.0,1708.0,4916.0,3110.0,vegetacion
2016,1310.0,1680.0,4820.0,3073.0,vegetacion
2017,1327.0,1688.0,4816.0,3070.0,vegetacion
2018,1324.0,1688.0,5012.0,3074.0,vegetacion
2019,1348.0,1708.0,5096.0,3088.0,vegetacion
2020,1321.0,1734.0,5204.0,3098.0,vegetacion
2021,1340.0,1756.0,5216.0,3093.0,vegetacion
2022,1352.0,1762.0,5120.0,3087.0,vegetacion
2023,1372.0,1762.0,4964.0,3096.0,vegetacion
2024,1334.0,1758.0,4888.0,3106.0,vegetacion
2025,1341.0,1728.0,4792.0,3104.0,vegetacion
2026,1328.0,1705.0,4840.0,3103.0,vegetacion
2027,1321.0,1718.0,4920.0,3115.0,vegetacion
2028,1330.0,1731.0,5020.0,3131.0,vegetacion
2029,1311.0,1698.0,4872.0,3072.0,vegetacion
2030,1288.0,1673.0,4732.0,3075.0,vegetacion
2031,1319.0,1698.0,4744.0,3077.0,vegetacion
2032,1336.0,1740.0,5016.0,3081.0,vegetacion
2033,1340.0,1726.0,5056.0,3091.0,vegetacion
2034,1309.0,1744.0,5156.0,3100.0,vegetacion
2035,1336.0,1758.0,5184.0,3100.0,vegetacion
2036,1339.0,1744.0,5144.0,3097.0,vegetacion
2037,1344.0,1726.0,5036.0,3096.0,vegetacion
2038,1314.0,1720.0,4928.0,3097.0,vegetacion
2039,1325.0,1726.0,4856.0,3100.0,vegetacion
2040,1314.0,1714.0,4968.0,3106.0,vegetacion
2041,1317.0,1703.0,4980.0,3116.0,vegetacion
2042,1318.0,1702.0,5012.0,3126.0,vegetacion
2043,1310.0,1749.0,5008.0,3131.0,vegetacion
2044,1342.0,1694.0,4904.0,3056.0,vegetacion
2045,1322.0,1680.0,4812.0,3072.0,vegetacion
2046,1318.0,1695.0,4684.0,3089.0,vegetacion
2047,1329.0,1720.0,4800.0,3096.0,vegetacion
2048,1344.0,1734.0,4956.0,3098.0,vegetacion
2049,1336.0,1733.0,4956.0,3103.0,vegetacion
2050,1316.0,1726.0,4912.0,3109.0,vegetacion
2051,1326.0,1732.0,5008.0,3112.0,vegetacion
2052,1324.0,1723.0,5112.0,3113.0,vegetacion
2053,1317.0,1708.0,4988.0,3111.0,vegetacion
2054,1296.0,1706.0,4904.0,3110.0,vegetacion
2055,1314.0,1741.0,4820.0,3112.0,vegetacion
2056,1314.0,1730.0,4856.0,3113.0,vegetacion
2057,1328.0,1726.0,5000.0,3111.0,vegetacion
2058,1325.0,1734.0,4944.0,3111.0,vegetacion
2059,1345.0,1732.0,4928.0,3116.0,vegetacion
2060,1317.0,1714.0,4904.0,3119.0,vegetacion
2061,1334.0,1680.0,4980.0,3047.0,vegetacion
2062,1347.0,1688.0,4740.0,3078.0,vegetacion
2063,1340.0,1727.0,4700.0,3107.0,vegetacion
2064,1340.0,1723.0,4772.0,3120.0,vegetacion
2065,1345.0,1715.0,4772.0,3122.0,vegetacion
2066,1345.0,1740.0,4724.0,3123.0,vegetacion
2067,1326.0,1697.0,4632.0,3124.0,vegetacion
2068,1313.0,1700.0,4780.0,3123.0,vegetacion
2069,1321.0,1725.0,4884.0,3123.0,vegetacion
2070,1337.0,1718.0,4836.0,3126.0,vegetacion
2071,1340.0,1736.0,4860.0,3129.0,vegetacion
2072,1338.0,1752.0,4708.0,3126.0,vegetacion
